id|name|complexity|services|accreditationCode|departmentName|municipalityName|lat|lng|municipalityId|departmentId
890906347|E.S.E. Hospital Manuel Uribe Ángel|2|cx ortopédica, cx neurocirugía, cx de tórax, cx endovascular neurológica, cx urológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular|526604910|Antioquia|Envigado|6.167002602|-75.57994022|5266|5
900033371|Clínica Victoriana|2|cx cabeza, cx cuello, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringológica, cx oncológica, cx oral, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx de la mano, cx dermatológica, cx de tórax, cx gastrointestinal, cx neurocirugía|526609022|Antioquia|Medellín|6.256118499|-75.56336571|5001|5
900236850|Centro Oncológico de Antioquia S.A.|2|neurocirugía, cx plástica, cx estética, cx otras cxs, cx de tórax, cx plástica oncológica, cx urológica, cx gastrointestinal, cx general, cx ginecológica, cx vascular, cx angiológica, cx oncológica, cx maxilofacial, cx de cabeza, cx cuello, cx ortopédica|526610461|Antioquia|Envigado|6.174789478|-75.60080346|5266|5
900245405|Clínica Isis S.A.S.|2|cx plástica, cx estética, cx otorrinolaringología, cx oftalmológica, cx maxilofacial, cx ginecológica, cx general, cx ortopédica|526610545|Antioquia|Envigado|6.181940361|-75.58045394|5266|5
901273698|Clínica Activecare|2|cx plástica, cx estética, cx otorrinolaringología, cx ginecológica, cx general, cx ortopédica|526618663|Antioquia|Envigado|6.182277896|-75.57998284|5266|5
800190884|Clínica Antioquia S.A.|2|cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx de la mano, cx neurocirugía, cx pediátrica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|536002107|Antioquia|Itagüí|6.176337508|-75.61241361|5360|5
890980066|E.S.E. Hospital San Rafael de Itagüí|2|cx general, cx ginecológica, cx ortopédica, cx neurocirugía, cx urológica, cx vascular, cx angiológica|536004339|Antioquia|Itagüí|6.17204|-75.61334731|5360|5
900857186|Clínica Angiosur|0|cx vascular, cx angiológica, cx neurocirugía|536016495|Antioquia|Itagüí|6.1701553|-75.61125722|5360|5
890905154|Clínica San Juan de Dios La Ceja|2|cx general, cx neurocirugía, cx dermatológica, cx otorrinolaringológica, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica|537602125|Antioquia|La Ceja|6.043621161|-75.42769862|5376|5
890939936|Sociedad Médica Rionegro S.A. Somer S.A.|2|neurocirugía, cx gastrointestinal, cx de tórax, cx dermatológica, cx de la mano, cx otras, cx urológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx otorrinolaringológica, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx de cabeza, cx cuello, cx de mama, cx tumores tejidos blandos, cx oncológica pediátrica|561502129|Antioquia|Rionegro|6.151514274|-75.39253005|68615|5
900261353|Fundación Hospital San Vicente de Paul Rionegro|1|cx endovascular neurológica, cx de la mano, cx dermatológica, cx de tórax, cx gastrointestinal, cx neurocirugía, cx otras cxs, cx de cabeza, cx cuello, cx cardiovascular, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx oncológica, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética|561512044|Antioquia|Rionegro|6.152096675|-75.4349238|68615|5
800123106|E.S.E. Hospital Venancio Díaz Díaz|2|cx general, cx ginecológica, cx ortopédica|563102206|Antioquia|Sabaneta|6.148528242|-75.62171742|5631|5
890981137|Empresa Social del Estado Hospital Francisco Valderrama|2|cx general, cx ginecológica, cx ortopédica|583702287|Antioquia|Turbo|8.094771215|-76.71465058|5837|5
890981726|Empresa Social del Estado Hospital San Juan de Dios Yarumal|2|cx dermatológica, cx otras cxs, cx urológica, cx otorrinolaringológica, cx oftalmológica, cx ortopédica, cx ginecológica, cx general|588702284|Antioquia|Yarumal|6.957245797|-75.41412057|5887|5
890981536|Empresa Social del Estado Hospital San Rafael de Yolombó|2|cx otorrinolaringológica, cx dermatológica, cx urológica, cx oftalmológica, cx ortopédica, cx ginecológica, cx cx general|589002431|Antioquia|Yolombó|6.591009712|-75.01740003|5890|5
800218979|Hospital San Vicente E.S.E.|2|cx general, cx ginecológica, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx dermatológica, cx neurocirugía, cx mano|8100100077|Arauca|Arauca|7.082397256|-70.75303595|81001|81
900011833|Clínica Santana|0|cx urológica, cx gastrointestinal, cx plástica, cx estética, cx general, cx ginecológica|8100100154|Arauca|Arauca|7.319293637|-70.84924479|81001|81
800231215|Hospital del Sarare E.S.E.|2|cx general, cx ginecológica, cx ortopédica, cx oftalmológica, cx otorrinolaringológica, cx urológica, cx otras cxs, cx de la mano, cx dermatológica|8173600067|Arauca|Saravena|6.955339547|-71.88249823|81736|81
901615707|Amart Salud IPS S.A.S.|0|cx general, cx plástica, cx estética|852002573|Atlántico|Palmar de Varela|11.21037902|-74.81715656|8520|8
802000774|Centro Cardiovascular Clínica Altos de San Vicente|1|cx cardiovascular, cx vascular, cx angiológica, cx plástica, cx estética|800101344|Atlántico|Barranquilla|11.0050615|-74.82160771|8001|8
901536799|Centro de Atención Complementaria Especializado Alta Complejidad Adultos - Cace Alta Complejidad Adultos|0|cx urológica, cx general, cx ginecológica, cx pediátrica, cx ortopédica, cx plástica, cx estética, cx otras cxs|800105146|Atlántico|Barranquilla|10.97188679|-74.7989869|8001|8
901286730|Centro de Diagnostico Y Rehabilitación Altamira S.A.S. Cedral S.A.S.|0|neurocirugía, cx mano, cx ortopédica|800104739|Atlántico|Barranquilla|10.99611635|-74.7994186|8001|8
900422064|Centro Especializado de Urología S.A.S. Barranquilla|0|cx urológica, cx ginecológica|800104879|Atlántico|Barranquilla|11.00108332|-74.81565704|8001|8
901049966|Centro Hospitalario Regional Santa Mónica S.A.S.|1|cx tórax, cx neurocirugía, cx mano, cx maxilofacial, cx general, cx ginecológica, cx ortopédica, cx otorrinolaringológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx gastrointestinal|800104313|Atlántico|Barranquilla|10.99167289|-74.80601465|8001|8
901407882|Centro Médico Atlanta S.A.S.|0|neurocirugía, cx ortopédica|829602355|Atlántico|Galapa|10.90751387|-74.88276492|8296|8
901267161|Centro Médico Aura Elena S.A.S.|0|cx general, cx ortopédica, cx plástica, cx estética|875802273|Atlántico|Soledad|10.91643235|-74.76617865|8758|8
901577823|Centro Médico Doral S.A.S.|0|cx plástica, cx estética, cx ortopédica, cx general|875802489|Atlántico|Soledad|10.91708426|-74.76509268|8758|8
900756475|Centro Pediátrico Carreño S.A.S.|0|cx plástica, cx estética, cx urológica, cx gastrointestinal, cx pediátrica, cx ortopédica, cx general|800104854|Atlántico|Barranquilla|11.00230072|-74.81754277|8001|8
901627949|Clínica Abaton IPS S.A.S.|0|neurocirugía, cx endovascular neurológica, cx urológica, cx vascular, cx angiológica, cx cabeza, cx cuello, cx mano, cx gastrointestinal, cx otorrinolaringológica, cx ortopédica, cx maxilofacial, cx plástica, cx estética, cx general, cx ginecológica, cx pediátrica, cx tórax|800105308|Atlántico|Barranquilla|10.95322244|-74.8363939|8001|8
802000774|Clínica Altos de San Vicente|1|neurocirugía, cx mano, cx urológica, cx plástica, cx estética, cx otorrinolaringológica, cx ortopédica, cx maxilofacial, cx general, cx tórax, cx vascular, cx angiológica|800101344|Atlántico|Barranquilla|11.00512469|-74.82169354|8001|8
901221353|Clínica Altos del Prado|2|otras cxs, cx gastrointestinal, cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx pediátrica, cx plástica, cx estética, cx dermatológica, cx neurocirugía, cx urológica|800104669|Atlántico|Barranquilla|11.00199474|-74.81168483|8001|8
802021332|Clínica Centro S.A.|2|cx ortopédica, cx maxilofacial, cx general, cx cardiovascular, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx endovascular neurológica, cx tórax, cx gastrointestinal, cx neurocirugía|800102355|Atlántico|Barranquilla|10.98193521|-74.78184829|8001|8
901690556|Clínica Costanera S.A.S.|0|cx general, cx ortopédica|863802600|Atlántico|Sabanalarga|10.63679613|-74.92326149|85300|8
890110705|Clínica de Fracturas Centro de Ortopedia Y Traumatología S.A.|1|cx mano, cx plástica, cx estética, cx otorrinolaringológica, cx ortopédica, cx maxilofacial, cx general|800100259|Atlántico|Barranquilla|11.0077448|-74.8202356|8001|8
800149384|Clínica El Carmen|0|cx tórax, cx mama, cx tumores de tejidos blandos, cx oncológica, cx neurocirugía, cx mano, cx cabeza, cx cuello, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx plástica, cx estética, cx urológica|800101374|Atlántico|Barranquilla|10.98550663|-74.80989822|8001|8
900594169|Clínica Equipo Médico de Especialista de Colombia|2|cx gastrointestinal, cx plástica, cx estética, cx ortopédica, cx ginecológica, cx general|800103712|Atlántico|Barranquilla|10.97318495|-74.78146032|8001|8
890102768|Clínica General del Norte Sede Hospitalaria 2|0|cx gastrointestinal, cx tórax, cx urológica, cx plástica, cx estética, cx ortopédica, cx general|800100037|Atlántico|Barranquilla|10.99196239|-74.7935459|8001|8
900600256|Clínica General San Diego|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx tórax, cx gastrointestinal, cx neurocirugía|800103708|Atlántico|Barranquilla|10.98195764|-74.79120872|8001|8
800149384|Clínica Iberoamérica|1|cx otorrinolaringológica, cx vascular, cx angiológica, cx maxilofacial, cx general, cx oftalmológica, cx neurocirugía, cx tórax, cx urológica, cx plástica, cx estética, cx pediátrica, cx ortopédica, cx ginecológica, cx cardiovascular, cx cabeza, cx cuello|800101374|Atlántico|Barranquilla|11.00574776|-74.82056948|8001|8
802016761|Clínica Jaller S.A.S.|1|neurocirugía, cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx plástica, cx estética|800100118|Atlántico|Barranquilla|10.9942156|-74.79484569|8001|8
890102140|Clínica La Asunción|1|cx cabeza, cx cuello, cx cardiovascular, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx neurocirugía, cx tórax, cx otorrinolaringológica, cx oncológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx endovascular neurológica, cx mano, cx mama, cx tumores tejidos blandos|800101106|Atlántico|Barranquilla|11.00465484|-74.80717442|8001|8
900431550|Clínica La Victoria S.A.S.|2|neurocirugía, cx mano, cx urológica, cx plástica, cx estética, cx otorrinolaringológica, cx ortopédica, cx maxilofacial, cx general|800103473|Atlántico|Barranquilla|10.9559086|-74.79487774|8001|8
